,Name,SpectrumId,ClusterId,SubmissionId,species,instrument name,column name,ms instrument name,sample source,disease
30,"Benzenebutanoic acid, .gamma.-oxo-, ethyl ester",376406,1271391,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
31,"1,3-Benzenediol, o-(4-butylbenzoyl)-o'-(2-furoyl)-",376402,1271391,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
32,Unknown,376671,1271657,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
33,Unknown,369430,1264510,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
34,"4-Oxo-4-phenylbutyric acid, pentyl ester",376446,1271432,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
35,Quindoxin,376556,1271542,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
36,Unknown,376539,1271525,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
37,"1,3,5-Trisiloxane, 1,1,3,3,5,5-hexamethyl-1,5-di(tert.butyl)-",369351,1264432,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
38,"1,3,5-Trisiloxane, 1,1,3,3,5,5-hexamethyl-1,5-di(tert.butyl)-",369359,1264440,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
39,Unknown,369373,1264454,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
40,"1,3,5-Trisiloxane, 1,1,3,3,5,5-hexamethyl-1,5-di(tert.butyl)-",369372,1264453,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
41,Unknown,376629,1271615,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
42,Unknown,376453,1271439,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
43,Unknown,369551,1264631,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
44,"Hydroxylamine, 2TBDMS derivative",369371,1264452,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
45,"Hydroxylamine, 2TBDMS derivative",369394,1264474,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
46,Unknown,376450,1271436,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
47,Unknown,369666,1264746,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
48,Unknown,376610,1271596,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
49,"2',4'-Dinitrobenzanilide",376526,1271512,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
50,Unknown,369506,1264586,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
51,Unknown,369543,1264623,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
52,Tetradonium Bromide,376443,1271429,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
53,Unknown,369406,1264486,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
54,Unknown,369401,1264481,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
55,".beta.-d-Lyxofuranoside, phenyl",369442,1264522,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
56,"2-Amino-1,1,3-tricyanopropene",369386,1264466,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
57,Unknown,369621,1264701,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
58,"1H-Pyrazole-3-carboxylic acid, 1-methyl-, 4-(3-fluorophenylcarbamoyl)phenyl ester",376524,1271510,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
59,Unknown,376478,1271464,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
60,Unknown,369606,1264686,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
61,"3,19:14,15-Diepoxypregnan-20-one, 3,11,18-triacetoxy-",369511,1264591,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
62,Unknown,376751,1271737,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
63,Unknown,369601,1264681,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
64,Unknown,369512,1264592,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
65,Unknown,376770,1271756,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
66,Unknown,369521,1264601,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
67,Unknown,369527,1264607,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
68,Unknown,369976,1265056,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
69,Unknown,369522,1264602,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
70,Unknown,369590,1264670,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
71,"Benzamide, 2,5-dichloro-N-[2-(4-morpholyl)ethyl]-",369547,1264627,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
72,"1,2-Dithiane, 1,1-dioxide",369423,1264503,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
73,Unknown,369493,1264573,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
74,"Anisole, 2-(benzyloxy)-5-(2-nitrovinyl)-",376669,1271655,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
75,Unknown,369523,1264603,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
76,Unknown,369557,1264637,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
77,Unknown,369605,1264685,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
78,"6-Chloro-7-fluoro-4-oxo-1-(1-phenylethyl)-1,4-dihydroquinoline-3-carboxylic acid",376421,1271407,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
79,(Dimethyl)[2-(5-methyl-3-morpholin-4-ylmethyl-1H-indol-2-yl)ethyl]amine,376513,1271499,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
80,"Methanesulfonic acid, TMS derivative",369451,1264531,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
81,"4-(3-Chlorophenyl)-1-(furan-2-ylmethyl)-4H,5H,7H-pyrazolo[3,4-b]pyridin-6-one",376597,1271583,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
82,Unknown,369421,1264501,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
83,Unknown,369433,1264513,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
84,"5H-Pyrrolo[2,3-b]pyrazine-2,3-dicarbonitrile, 6-amino-5-(2-dimethylaminoethyl)-7-(1-methyl-1H-benzoimidazol-2-yl)-",376568,1271554,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
85,"N-(tert-butyldimethylsilyl)-2,2,2-trifluoro-N-methylacetamide",377264,1272250,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
86,"N-(tert-butyldimethylsilyl)-2,2,2-trifluoro-N-methylacetamide",376809,1271795,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
87,"N-(tert-butyldimethylsilyl)-2,2,2-trifluoro-N-methylacetamide",378582,1273568,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
88,"N-(tert-butyldimethylsilyl)-2,2,2-trifluoro-N-methylacetamide",378214,1273200,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
89,"N-(tert-butyldimethylsilyl)-2,2,2-trifluoro-N-methylacetamide",377742,1272728,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
90,"2-Methyl-1-pentanol, TBDMS derivative",377342,1272328,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
91,"1-Hexanol, TMS derivative",377841,1272827,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
92,"1-Hexanol, TMS derivative",378256,1273242,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
93,"2-Methyl-1-pentanol, TBDMS derivative",378629,1273615,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
94,"1-Hexanol, TMS derivative",376878,1271864,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
95,Unknown,369537,1264617,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
96,Unknown,369243,1264324,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
97,Unknown,377468,1272454,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
98,Unknown,369075,1264156,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
99,"Silanamine, N-(2,2-dimethylpropylidene)-1,1,1-trimethyl-",369380,1264460,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
100,Unknown,369410,1264490,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
101,Unknown,369384,1264464,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
102,"Propylene glycol, 2TMS derivative",378174,1273160,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
103,Unknown,378632,1273618,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
104,"Propylene glycol, 2TMS derivative",377248,1272234,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
105,"Propylene glycol, 2TMS derivative",376803,1271789,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
106,"2,3-Butanediol, 2TMS derivative",377666,1272652,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
107,"4H-Pyrazolo[3,4-b]pyran-5-carbonitrile, 6-amino-3-methyl-4-phenyl-",376672,1271658,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
108,Unknown,378859,1273845,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
109,Unknown,378863,1273849,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
110,Unknown,378366,1273352,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
111,Unknown,377498,1272484,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
112,Unknown,377984,1272970,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
113,Unknown,378032,1273018,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
114,Unknown,377031,1272017,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
115,Dicyclopentadiene,369103,1264184,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
116,Unknown,369778,1264858,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
117,Unknown,369567,1264647,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
118,Unknown,377571,1272557,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
119,Unknown,378425,1273411,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
120,Unknown,378896,1273882,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
121,Unknown,369180,1264261,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
122,Unknown,369520,1264600,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
123,Unknown,377953,1272939,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
124,Unknown,377057,1272043,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
125,Unknown,377978,1272964,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
126,Unknown,378806,1273792,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
127,Unknown,377047,1272033,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
128,Unknown,378394,1273380,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
129,Unknown,377476,1272462,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
130,Unknown,377540,1272526,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
131,Unknown,369682,1264762,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
132,Unknown,377085,1272071,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
133,Unknown,377993,1272979,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
134,Unknown,369395,1264475,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
135,Unknown,377535,1272521,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
136,Unknown,378027,1273013,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
137,Unknown,378541,1273527,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
138,Unknown,378021,1273007,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
139,Unknown,378895,1273881,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
140,Bis(tert-butyldimethylsilyl) carbonate,369374,1264433,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
141,Unknown,377147,1272133,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
142,Unknown,377076,1272062,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
143,Unknown,378049,1273035,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
144,Bis(tert-butyldimethylsilyl) carbonate,369352,1264433,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
145,Unknown,378015,1273001,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
146,Unknown,378026,1273012,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
147,Unknown,377074,1272060,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
148,Unknown,377078,1272064,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
149,Unknown,377520,1272506,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
150,Unknown,377570,1272556,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
151,Unknown,378959,1273945,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
152,Unknown,378428,1273414,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
153,Unknown,369301,1264382,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
154,Unknown,369276,1264357,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
155,Unknown,376738,1271724,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
156,Unknown,377991,1272977,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
157,Unknown,377511,1272497,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
158,Unknown,378464,1273450,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
159,"2-(4-Benzylphenoxy)-N,N-diethylethanamine",369375,1264455,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
160,Unknown,378450,1273436,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
161,Unknown,377040,1272026,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
162,Unknown,378868,1273854,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
163,"1,1-Dichloro-4-phenyl-1-butene",369381,1264461,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
164,Unknown,378104,1273090,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
165,Unknown,378470,1273456,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
166,Unknown,369398,1264478,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
167,"7-Exo-ethyl-5-methyl-6,8-dioxabicyclo[3.2.1]oct-3-ene",369047,1264128,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
168,"Tetrasiloxane, decamethyl-",377866,1272852,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
169,"Tetrasiloxane, decamethyl-",378270,1273256,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
170,"Tetrasiloxane, decamethyl-",378641,1273627,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
171,"2'-Hydroxy-5'-methylacetophenone, TMS derivative",377367,1272353,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
172,"Tetrasiloxane, decamethyl-",376926,1271912,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
173,Unknown,378878,1273864,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
174,Unknown,378913,1273899,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
175,Unknown,378266,1273252,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
176,Unknown,369464,1264544,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
177,Unknown,369513,1264593,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
178,"3,5-Dimethoxyamphetamine",377292,1272278,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
179,"l-Proline, n-propargyloxycarbonyl-, propargyl ester",377763,1272749,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
180,"N,N,N',N'-Tetraethyl-1,2-di-furan-2-yl-ethane-1,2-diamine",378612,1273598,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
181,"3,5-Dimethoxyamphetamine",376825,1271811,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
182,"Hexanoic acid, 2-ethyl-, anhydride",369045,1264126,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
183,Unknown,377551,1272537,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
184,"Ethanediamide, N(1)-(1,3-benzodioxol-5-yl)-N(2)-[(1,5-dimethyl-1H-pyrrol-2-yl)methyl]-",376486,1271472,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
185,"Ethanediamide, N(1)-(1,3-benzodioxol-5-yl)-N(2)-[(1,5-dimethyl-1H-pyrrol-2-yl)methyl]-",376480,1271466,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
186,Unknown,378515,1273501,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
187,Unknown,369528,1264608,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
188,Unknown,377099,1272085,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
189,Unknown,377633,1272619,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
190,Unknown,369049,1264130,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
191,Unknown,377435,1272421,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
192,Unknown,378358,1273344,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
193,Unknown,376987,1271973,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
194,Unknown,378771,1273757,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
195,Unknown,377929,1272915,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
196,Unknown,369670,1264750,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
197,Unknown,376543,1271529,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
198,Unknown,369051,1264132,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
199,Unknown,376652,1271638,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
200,Unknown,369701,1264781,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
201,Pentacosane,369581,1264661,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
202,Unknown,378917,1273903,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
203,Unknown,378146,1273132,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
204,"Tetrasiloxane, decamethyl-",377872,1272858,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
205,Unknown,378689,1273675,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
206,Unknown,378116,1273102,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
207,Unknown,369226,1264307,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
208,Unknown,369923,1265003,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
209,Unknown,378607,1273593,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
210,"1,3-Propanediol, 2TMS derivative",377288,1272274,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
211,Unknown,378231,1273217,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
212,"1,3-Propanediol, 2TMS derivative",377714,1272700,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
213,Unknown,376797,1271783,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
214,Unknown,369048,1264129,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
215,"Lactic Acid, 2TMS derivative",377225,1272211,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
216,Unknown,369548,1264628,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
217,"Lactic Acid, 2TMS derivative",377667,1272653,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
218,"Lactic Acid, 2TMS derivative",376774,1271760,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
219,"Lactic Acid, 2TMS derivative",378544,1273530,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
