,position name,Library,Id,Mass,Lib MW,InLib,MF,Prob(%),Name,Formula,CAS,InChIKey,VIP
10,#1 147.0000@5.7087 MS1+,"0    replib
Name: Library, dtype: object","0    29328.0
Name: Id, dtype: float64","0    234.111
Name: Mass, dtype: float64","0    234.0
Name: Lib MW, dtype: float64","0    192.0
Name: InLib, dtype: float64","0    954.0
Name: MF, dtype: float64","0    70.9
Name: Prob(%), dtype: float64","0    Lactic Acid, 2TMS derivative
Name: Name, dtype: object","0    C9H22O3Si2
Name: Formula, dtype: object","0    17596962.0
Name: CAS, dtype: float64","0    HXRGKEOWDNVHPA-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.12168143284216
11,#18 129.0000@16.4672 MS1+,"14    replib
Name: Library, dtype: object","14    25955.0
Name: Id, dtype: float64","14    458.394
Name: Mass, dtype: float64","14    458.0
Name: Lib MW, dtype: float64","14    245.0
Name: InLib, dtype: float64","14    896.0
Name: MF, dtype: float64","14    47.2
Name: Prob(%), dtype: float64","14    Cholesterol, TMS derivative
Name: Name, dtype: object","14    C30H54OSi
Name: Formula, dtype: object","14    1856059.0
Name: CAS, dtype: float64","14    CBVJJGRSRFXUPK-OCBUSCMESA-N
Name: InChIKey, dtype: object",1.1414058921872918
12,#44 87.0000@13.1038 MS1+,"35    replib
Name: Library, dtype: object","35    13002.0
Name: Id, dtype: float64","35    228.209
Name: Mass, dtype: float64","35    228.0
Name: Lib MW, dtype: float64","35    103.0
Name: InLib, dtype: float64","35    915.0
Name: MF, dtype: float64","35    24.4
Name: Prob(%), dtype: float64","35    Tridecanoic acid, methyl ester
Name: Name, dtype: object","35    C14H28O2
Name: Formula, dtype: object","35    1731880.0
Name: CAS, dtype: float64","35    JNDDPBOKWCBQSM-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.1578692583813872
13,#25 86.0000@6.6192 MS1+,"20    mainlib
Name: Library, dtype: object","20    69815.0
Name: Id, dtype: float64","20    203.134
Name: Mass, dtype: float64","20    203.0
Name: Lib MW, dtype: float64","20    178.0
Name: InLib, dtype: float64","20    917.0
Name: MF, dtype: float64","20    40.0
Name: Prob(%), dtype: float64","20    L-Isoleucine, TMS derivative
Name: Name, dtype: object","20    C9H21NO2Si
Name: Formula, dtype: object","20    0.0
Name: CAS, dtype: float64","20    ZBVUZZNOZGCJIE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.2036026205798085
14,#31 117.0000@12.7099 MS1+,"24    replib
Name: Library, dtype: object","24    22899.0
Name: Id, dtype: float64","24    356.311
Name: Mass, dtype: float64","24    356.0
Name: Lib MW, dtype: float64","24    199.0
Name: InLib, dtype: float64","24    894.0
Name: MF, dtype: float64","24    85.5
Name: Prob(%), dtype: float64","24    Stearic acid, TMS derivative
Name: Name, dtype: object","24    C21H44O2Si
Name: Formula, dtype: object","24    18748919.0
Name: CAS, dtype: float64","24    DDLPZVTUKLKVQB-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.2179269748565356
15,#32 117.0000@11.7994 MS1+,"25    replib
Name: Library, dtype: object","25    11923.0
Name: Id, dtype: float64","25    328.28
Name: Mass, dtype: float64","25    328.0
Name: Lib MW, dtype: float64","25    383.0
Name: InLib, dtype: float64","25    905.0
Name: MF, dtype: float64","25    81.7
Name: Prob(%), dtype: float64","25    Palmitic Acid, TMS derivative
Name: Name, dtype: object","25    C19H40O2Si
Name: Formula, dtype: object","25    55520893.0
Name: CAS, dtype: float64","25    HKNNSWCACQFVIK-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.2470049605608504
16,#19 218.0000@11.2663 MS1+,"15    replib
Name: Library, dtype: object","15    38130.0
Name: Id, dtype: float64","15    397.192
Name: Mass, dtype: float64","15    397.0
Name: Lib MW, dtype: float64","15    216.0
Name: InLib, dtype: float64","15    914.0
Name: MF, dtype: float64","15    80.3
Name: Prob(%), dtype: float64","15    L-Tyrosine, 3TMS derivative
Name: Name, dtype: object","15    C18H35NO3Si3
Name: Formula, dtype: object","15    51220736.0
Name: CAS, dtype: float64","15    WMWBCQXPKSQMOK-KRWDZBQOSA-N
Name: InChIKey, dtype: object",1.2536100878630432
17,#89 241.0000@6.5711 MS1+,"66    replib
Name: Library, dtype: object","66    39606.0
Name: Id, dtype: float64","66    256.072
Name: Mass, dtype: float64","66    256.0
Name: Lib MW, dtype: float64","66    428.0
Name: InLib, dtype: float64","66    899.0
Name: MF, dtype: float64","66    96.4
Name: Prob(%), dtype: float64","66    Phosphoric acid, bis(trimethylsilyl)monomethyl...
Name: Name, dtype: object","66    C7H21O4PSi2
Name: Formula, dtype: object","66    18291811.0
Name: CAS, dtype: float64","66    ZHSASVIHJYLKSZ-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.255679592533007
18,#39 218.0000@9.5944 MS1+,"31    mainlib
Name: Library, dtype: object","31    52674.0
Name: Id, dtype: float64","31    309.158
Name: Mass, dtype: float64","31    309.0
Name: Lib MW, dtype: float64","31    616.0
Name: InLib, dtype: float64","31    928.0
Name: MF, dtype: float64","31    76.4
Name: Prob(%), dtype: float64","31    Phenylalanine, 2TMS derivative
Name: Name, dtype: object","31    C15H27NO2Si2
Name: Formula, dtype: object","31    2899527.0
Name: CAS, dtype: float64","31    DWNFNBPPSFIIBG-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.266302649853837
19,#84 146.0000@5.9704 MS1+,"63    mainlib
Name: Library, dtype: object","63    46087.0
Name: Id, dtype: float64","63    189.119
Name: Mass, dtype: float64","63    189.0
Name: Lib MW, dtype: float64","63    193.0
Name: InLib, dtype: float64","63    859.0
Name: MF, dtype: float64","63    84.9
Name: Prob(%), dtype: float64","63    L-Valine, TMS derivative
Name: Name, dtype: object","63    C8H19NO2Si
Name: Formula, dtype: object","63    7480786.0
Name: CAS, dtype: float64","63    IJGIMCZHMYSSHY-ZETCQYMHSA-N
Name: InChIKey, dtype: object",1.281245098275197
20,#76 258.0000@13.2724 MS1+,"59    mainlib
Name: Library, dtype: object","59    53310.0
Name: Id, dtype: float64","59    367.2
Name: Mass, dtype: float64","59    367.0
Name: Lib MW, dtype: float64","59   -243.0
Name: InLib, dtype: float64","59    800.0
Name: MF, dtype: float64","59    70.9
Name: Prob(%), dtype: float64","59    (2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(t...
Name: Name, dtype: object","59    C18H33NO3Si2
Name: Formula, dtype: object","59    0.0
Name: CAS, dtype: float64","59    CJNLPYYSUOWXGU-MVKOLZDDSA-N
Name: InChIKey, dtype: object",1.3131687286059124
21,#6 246.0000@9.4906 MS1+,"4    mainlib
Name: Library, dtype: object","4    261023.0
Name: Id, dtype: float64","4    363.172
Name: Mass, dtype: float64","4    363.0
Name: Lib MW, dtype: float64","4    290.0
Name: InLib, dtype: float64","4    891.0
Name: MF, dtype: float64","4    94.4
Name: Prob(%), dtype: float64","4    L-Glutamic acid, 3TMS derivative
Name: Name, dtype: object","4    C14H33NO4Si3
Name: Formula, dtype: object","4    15985076.0
Name: CAS, dtype: float64","4    STTWTJDZFSSNFS-LBPRGKRZSA-N
Name: InChIKey, dtype: object",1.3228222543634134
22,#59 147.0000@11.0027 MS1+,"48    replib
Name: Library, dtype: object","48    12338.0
Name: Id, dtype: float64","48    569.288
Name: Mass, dtype: float64","48    569.0
Name: Lib MW, dtype: float64","48    229.0
Name: InLib, dtype: float64","48    929.0
Name: MF, dtype: float64","48    17.6
Name: Prob(%), dtype: float64","48    d-Galactose, 2,3,4,5,6-pentakis-O-(trimethylsi...
Name: Name, dtype: object","48    C22H55NO6Si5
Name: Formula, dtype: object","48    128705715.0
Name: CAS, dtype: float64","48    LLVFXXKDPAPSCJ-QJOMJCCJSA-N
Name: InChIKey, dtype: object",1.3417480468100993
23,#20 147.0000@10.2697 MS1+,"16    replib
Name: Library, dtype: object","16    12802.0
Name: Id, dtype: float64","16    460.172
Name: Mass, dtype: float64","16    460.0
Name: Lib MW, dtype: float64","16   -110.0
Name: InLib, dtype: float64","16    864.0
Name: MF, dtype: float64","16    80.2
Name: Prob(%), dtype: float64","16    Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(...
Name: Name, dtype: object","16    C15H41O6PSi4
Name: Formula, dtype: object","16    31038116.0
Name: CAS, dtype: float64","16    OSNKBCBCOYHYNF-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.3485233136369257
24,#41 103.0000@11.5172 MS1+,"33    replib
Name: Library, dtype: object","33    12090.0
Name: Id, dtype: float64","33    435.229
Name: Mass, dtype: float64","33    435.0
Name: Lib MW, dtype: float64","33    478.0
Name: InLib, dtype: float64","33    898.0
Name: MF, dtype: float64","33    97.5
Name: Prob(%), dtype: float64","33    Pantothenic acid tritms
Name: Name, dtype: object","33    C18H41NO5Si3
Name: Formula, dtype: object","33    34427695.0
Name: CAS, dtype: float64","33    PQFJBMOEKCYOJR-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.3489763492262548
25,#8 156.0000@8.9535 MS1+,"6    replib
Name: Library, dtype: object","6    30951.0
Name: Id, dtype: float64","6    273.122
Name: Mass, dtype: float64","6    273.0
Name: Lib MW, dtype: float64","6    170.0
Name: InLib, dtype: float64","6    967.0
Name: MF, dtype: float64","6    37.5
Name: Prob(%), dtype: float64","6    L-5-Oxoproline, 2TMS
Name: Name, dtype: object","6    C11H23NO3Si2
Name: Formula, dtype: object","6    30274772.0
Name: CAS, dtype: float64","6    QACGFKAUSXGLCU-VIFPVBQESA-N
Name: InChIKey, dtype: object",1.3830617995272376
26,#27 87.0000@10.1619 MS1+,"22    replib
Name: Library, dtype: object","22    13002.0
Name: Id, dtype: float64","22    228.209
Name: Mass, dtype: float64","22    228.0
Name: Lib MW, dtype: float64","22   -113.0
Name: InLib, dtype: float64","22    938.0
Name: MF, dtype: float64","22    25.2
Name: Prob(%), dtype: float64","22    Tridecanoic acid, methyl ester
Name: Name, dtype: object","22    C14H28O2
Name: Formula, dtype: object","22    1731880.0
Name: CAS, dtype: float64","22    JNDDPBOKWCBQSM-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.3925463177107538
27,#53 169.0000@15.0658 MS1+,"43    mainlib
Name: Library, dtype: object","43    51583.0
Name: Id, dtype: float64","43    684.234
Name: Mass, dtype: float64","43    684.0
Name: Lib MW, dtype: float64","43    119.0
Name: InLib, dtype: float64","43    829.0
Name: MF, dtype: float64","43    90.6
Name: Prob(%), dtype: float64","43    2(1H)-Pyrimidinone, 1-[2,3-bis-O-(trimethylsil...
Name: Name, dtype: object","43    C24H53N2O9PSi5
Name: Formula, dtype: object","43    32645593.0
Name: CAS, dtype: float64","43    IIJASRIZVKUCJI-JMJGKCIBSA-N
Name: InChIKey, dtype: object",1.3952355083401289
28,#65 147.0000@14.4631 MS1+,"53    mainlib
Name: Library, dtype: object","53    52303.0
Name: Id, dtype: float64","53    947.459
Name: Mass, dtype: float64","53    947.0
Name: Lib MW, dtype: float64","53   -124.0
Name: InLib, dtype: float64","53    913.0
Name: MF, dtype: float64","53    24.8
Name: Prob(%), dtype: float64","53    D-Lactose, octakis(trimethylsilyl) ether, meth...
Name: Name, dtype: object","53    C37H89NO11Si8
Name: Formula, dtype: object","53    0.0
Name: CAS, dtype: float64","53    KNAZTEWBFRPMHZ-HBAMXUDRSA-N
Name: InChIKey, dtype: object",1.4081452064632762
29,#35 147.0000@10.5921 MS1+,"28    replib
Name: Library, dtype: object","28    12683.0
Name: Id, dtype: float64","28    480.185
Name: Mass, dtype: float64","28    480.0
Name: Lib MW, dtype: float64","28    143.0
Name: InLib, dtype: float64","28    868.0
Name: MF, dtype: float64","28    90.9
Name: Prob(%), dtype: float64","28    Citric acid, 4TMS derivative
Name: Name, dtype: object","28    C18H40O7Si4
Name: Formula, dtype: object","28    14330973.0
Name: CAS, dtype: float64","28    VFGAVMGYDWDESE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.4542490657934906
30,#64 103.0000@14.0515 MS1+,"52    mainlib
Name: Library, dtype: object","52    52637.0
Name: Id, dtype: float64","52    556.239
Name: Mass, dtype: float64","52    556.0
Name: Lib MW, dtype: float64","52    340.0
Name: InLib, dtype: float64","52    897.0
Name: MF, dtype: float64","52    94.9
Name: Prob(%), dtype: float64","52    Inosine, 4TMS derivative
Name: Name, dtype: object","52    C22H44N4O5Si4
Name: Formula, dtype: object","52    0.0
Name: CAS, dtype: float64","52    LEZIDMDMEIMSNO-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.4576055599068032
31,#57 241.0000@7.8638 MS1+,"46    mainlib
Name: Library, dtype: object","46    258116.0
Name: Id, dtype: float64","46    256.106
Name: Mass, dtype: float64","46    256.0
Name: Lib MW, dtype: float64","46    327.0
Name: InLib, dtype: float64","46    904.0
Name: MF, dtype: float64","46    87.1
Name: Prob(%), dtype: float64","46    2,5-Bis((trimethylsilyl)oxy)pyrazine
Name: Name, dtype: object","46    C10H20N2O2Si2
Name: Formula, dtype: object","46    362516094.0
Name: CAS, dtype: float64","46    RJVSLZFJMXAFGR-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.4603045257970435
32,#55 99.0000@7.7236 MS1+,"44    replib
Name: Library, dtype: object","44    39613.0
Name: Id, dtype: float64","44    256.106
Name: Mass, dtype: float64","44    256.0
Name: Lib MW, dtype: float64","44    178.0
Name: InLib, dtype: float64","44    861.0
Name: MF, dtype: float64","44    57.9
Name: Prob(%), dtype: float64","44    Uracil, 2TMS derivative
Name: Name, dtype: object","44    C10H20N2O2Si2
Name: Formula, dtype: object","44    10457144.0
Name: CAS, dtype: float64","44    FSBNTQRWSOTNEW-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.5368914299454062
33,#81 169.0000@15.2265 MS1+,"62    mainlib
Name: Library, dtype: object","62    51583.0
Name: Id, dtype: float64","62    684.234
Name: Mass, dtype: float64","62    684.0
Name: Lib MW, dtype: float64","62    124.0
Name: InLib, dtype: float64","62    857.0
Name: MF, dtype: float64","62    79.0
Name: Prob(%), dtype: float64","62    2(1H)-Pyrimidinone, 1-[2,3-bis-O-(trimethylsil...
Name: Name, dtype: object","62    C24H53N2O9PSi5
Name: Formula, dtype: object","62    32645593.0
Name: CAS, dtype: float64","62    IIJASRIZVKUCJI-JMJGKCIBSA-N
Name: InChIKey, dtype: object",1.558159558515004
34,#10 147.0000@8.6664 MS1+,"7    replib
Name: Library, dtype: object","7    12361.0
Name: Id, dtype: float64","7    350.14
Name: Mass, dtype: float64","7    350.0
Name: Lib MW, dtype: float64","7    562.0
Name: InLib, dtype: float64","7    934.0
Name: MF, dtype: float64","7    92.7
Name: Prob(%), dtype: float64","7    Malic acid, 3TMS derivative
Name: Name, dtype: object","7    C13H30O5Si3
Name: Formula, dtype: object","7    38166119.0
Name: CAS, dtype: float64","7    QCOBWZRPFJZHGU-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.5696150243270648
35,#40 245.0000@7.7854 MS1+,"32    replib
Name: Library, dtype: object","32    39826.0
Name: Id, dtype: float64","32    260.09
Name: Mass, dtype: float64","32    260.0
Name: Lib MW, dtype: float64","32    312.0
Name: InLib, dtype: float64","32    932.0
Name: MF, dtype: float64","32    91.4
Name: Prob(%), dtype: float64","32    2-Butenedioic acid, (E)-, 2TMS derivative
Name: Name, dtype: object","32    C10H20O4Si2
Name: Formula, dtype: object","32    17962037.0
Name: CAS, dtype: float64","32    OITVFMRNHJZOHF-BQYQJAHWSA-N
Name: InChIKey, dtype: object",1.575583800661794
36,#63 169.0000@14.3798 MS1+,"51    replib
Name: Library, dtype: object","51    32907.0
Name: Id, dtype: float64","51    226.175
Name: Mass, dtype: float64","51    226.0
Name: Lib MW, dtype: float64","51   -315.0
Name: InLib, dtype: float64","51    820.0
Name: MF, dtype: float64","51    58.5
Name: Prob(%), dtype: float64","51    Cyclohexene, 3-butyl-1-trimethylsilyloxy-
Name: Name, dtype: object","51    C13H26OSi
Name: Formula, dtype: object","51    56745701.0
Name: CAS, dtype: float64","51    FWONKCRAJNZDNC-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.5943459426542257
